PWSID,Name,County,FedBgnDt,FedEndDt,VioType,VioName,Analyte,AnalyteCode,count
MO5070683   ,DEER RUN APTS,TANEY,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5070683   ,DEER RUN APTS,TANEY,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5070683   ,DEER RUN APTS,TANEY,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5070683   ,DEER RUN APTS,TANEY,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5070683   ,DEER RUN APTS,TANEY,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5070683   ,DEER RUN APTS,TANEY,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5241734   ,KOA CAMPGROUND,NEWTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5241734   ,KOA CAMPGROUND,NEWTON,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5241734   ,KOA CAMPGROUND,NEWTON,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5241734   ,KOA CAMPGROUND,NEWTON,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5241734   ,KOA CAMPGROUND,NEWTON,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5241734   ,KOA CAMPGROUND,NEWTON,06-Jun-16,14-Jul-16,2A,"LEVEL 1 ASSESS, MULTIPLE TC POS (RTCR)",REVISED TOTAL COLIFORM RULE (RTCR),8000,6
MO5251628   ,GRANDVIEW ACRES SUBD,STONE,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5251628   ,GRANDVIEW ACRES SUBD,STONE,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5251628   ,GRANDVIEW ACRES SUBD,STONE,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5251628   ,GRANDVIEW ACRES SUBD,STONE,10-Dec-16,26-Jan-17,2A,"LEVEL 1 ASSESS, TC POS RT NO RPT (RTCR)",REVISED TOTAL COLIFORM RULE (RTCR),8000,6
MO5251628   ,GRANDVIEW ACRES SUBD,STONE,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO5251628   ,GRANDVIEW ACRES SUBD,STONE,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6010801   ,UNION,FRANKLIN,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6010801   ,UNION,FRANKLIN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6010801   ,UNION,FRANKLIN,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6010801   ,UNION,FRANKLIN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6010801   ,UNION,FRANKLIN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6010801   ,UNION,FRANKLIN,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6120173   ,WASHINGTON STATE PARK-OFFICE,WASHINGTON,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6120173   ,WASHINGTON STATE PARK-OFFICE,WASHINGTON,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6120173   ,WASHINGTON STATE PARK-OFFICE,WASHINGTON,01-Feb-14,28-Feb-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,6
MO6120173   ,WASHINGTON STATE PARK-OFFICE,WASHINGTON,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6120173   ,WASHINGTON STATE PARK-OFFICE,WASHINGTON,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO6120173   ,WASHINGTON STATE PARK-OFFICE,WASHINGTON,01-Jan-14,31-Jan-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,6
MO3031364   ,LAKE RIDGE BAY,BENTON,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3031364   ,LAKE RIDGE BAY,BENTON,01-Mar-14,31-Mar-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3031364   ,LAKE RIDGE BAY,BENTON,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3031364   ,LAKE RIDGE BAY,BENTON,01-Jan-14,31-Jan-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3031364   ,LAKE RIDGE BAY,BENTON,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3041361   ,COUNTRY ACRES MOBILE HOME PARK,BENTON,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3041361   ,COUNTRY ACRES MOBILE HOME PARK,BENTON,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3041361   ,COUNTRY ACRES MOBILE HOME PARK,BENTON,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3041361   ,COUNTRY ACRES MOBILE HOME PARK,BENTON,01-Jan-13,31-Jan-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3041361   ,COUNTRY ACRES MOBILE HOME PARK,BENTON,01-Feb-13,28-Feb-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048097   ,DOOLITTLE MHP,MILLER,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048097   ,DOOLITTLE MHP,MILLER,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048097   ,DOOLITTLE MHP,MILLER,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048097   ,DOOLITTLE MHP,MILLER,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048097   ,DOOLITTLE MHP,MILLER,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048994   ,NEW CHRISTIAN LIFE FELLOWSHIP,CALLAWAY,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048994   ,NEW CHRISTIAN LIFE FELLOWSHIP,CALLAWAY,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048994   ,NEW CHRISTIAN LIFE FELLOWSHIP,CALLAWAY,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048994   ,NEW CHRISTIAN LIFE FELLOWSHIP,CALLAWAY,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3048994   ,NEW CHRISTIAN LIFE FELLOWSHIP,CALLAWAY,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3142486   ,LOST VALLEY HATCHERY,BENTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3142486   ,LOST VALLEY HATCHERY,BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3142486   ,LOST VALLEY HATCHERY,BENTON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3142486   ,LOST VALLEY HATCHERY,BENTON,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3142486   ,LOST VALLEY HATCHERY,BENTON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3281045   ,NEW TRIBES MISSION INC,CAMDEN,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3281045   ,NEW TRIBES MISSION INC,CAMDEN,01-Nov-13,30-Nov-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO3281045   ,NEW TRIBES MISSION INC,CAMDEN,01-Feb-15,28-Feb-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3281045   ,NEW TRIBES MISSION INC,CAMDEN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3281045   ,NEW TRIBES MISSION INC,CAMDEN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3291407   ,HOT SPOT,BENTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3291407   ,HOT SPOT,BENTON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3291407   ,HOT SPOT,BENTON,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3291407   ,HOT SPOT,BENTON,01-Apr-13,30-Apr-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3291407   ,HOT SPOT,BENTON,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO4180243   ,BUCKMAN NORTH AMERICA CADET PLANT,WASHINGTON,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO4180243   ,BUCKMAN NORTH AMERICA CADET PLANT,WASHINGTON,01-Dec-14,31-Dec-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO4180243   ,BUCKMAN NORTH AMERICA CADET PLANT,WASHINGTON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO4180243   ,BUCKMAN NORTH AMERICA CADET PLANT,WASHINGTON,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO4180243   ,BUCKMAN NORTH AMERICA CADET PLANT,WASHINGTON,01-Oct-14,31-Oct-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5031353   ,FOREST GLEN/QUAIL RIDGE SUBD,STONE,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5031353   ,FOREST GLEN/QUAIL RIDGE SUBD,STONE,01-May-13,31-May-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO5031353   ,FOREST GLEN/QUAIL RIDGE SUBD,STONE,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5031353   ,FOREST GLEN/QUAIL RIDGE SUBD,STONE,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5031353   ,FOREST GLEN/QUAIL RIDGE SUBD,STONE,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5036305   ,PIPPINVILLE & OAK PARK OWNERS ASSN,CHRISTIAN,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5036305   ,PIPPINVILLE & OAK PARK OWNERS ASSN,CHRISTIAN,01-Feb-16,29-Feb-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5036305   ,PIPPINVILLE & OAK PARK OWNERS ASSN,CHRISTIAN,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5036305   ,PIPPINVILLE & OAK PARK OWNERS ASSN,CHRISTIAN,01-Jan-16,31-Jan-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5036305   ,PIPPINVILLE & OAK PARK OWNERS ASSN,CHRISTIAN,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5212967   ,OLD TOWN OSAGE,MILLER,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5212967   ,OLD TOWN OSAGE,MILLER,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5212967   ,OLD TOWN OSAGE,MILLER,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5212967   ,OLD TOWN OSAGE,MILLER,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5212967   ,OLD TOWN OSAGE,MILLER,01-May-15,31-May-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO5238302   ,FUGATE MOBILE HOME PARK,HICKORY,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5238302   ,FUGATE MOBILE HOME PARK,HICKORY,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5238302   ,FUGATE MOBILE HOME PARK,HICKORY,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5238302   ,FUGATE MOBILE HOME PARK,HICKORY,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5238302   ,FUGATE MOBILE HOME PARK,HICKORY,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5240536   ,DAWT MILL AND CAMPGROUND,OZARK,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5240536   ,DAWT MILL AND CAMPGROUND,OZARK,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5240536   ,DAWT MILL AND CAMPGROUND,OZARK,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5240536   ,DAWT MILL AND CAMPGROUND,OZARK,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5240536   ,DAWT MILL AND CAMPGROUND,OZARK,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5242820   ,WILD OAKS CAMPGROUND,DALLAS,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5242820   ,WILD OAKS CAMPGROUND,DALLAS,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5242820   ,WILD OAKS CAMPGROUND,DALLAS,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5242820   ,WILD OAKS CAMPGROUND,DALLAS,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5242820   ,WILD OAKS CAMPGROUND,DALLAS,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5253086   ,SPORTSMAN LODGE SUBDIVISION NO 2,CAMDEN,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5253086   ,SPORTSMAN LODGE SUBDIVISION NO 2,CAMDEN,01-Mar-14,31-Mar-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5253086   ,SPORTSMAN LODGE SUBDIVISION NO 2,CAMDEN,01-Feb-14,28-Feb-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5253086   ,SPORTSMAN LODGE SUBDIVISION NO 2,CAMDEN,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5253086   ,SPORTSMAN LODGE SUBDIVISION NO 2,CAMDEN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5258070   ,STARRLITE VILLAGE 4TH ADDITION,STONE,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5258070   ,STARRLITE VILLAGE 4TH ADDITION,STONE,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5258070   ,STARRLITE VILLAGE 4TH ADDITION,STONE,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5258070   ,STARRLITE VILLAGE 4TH ADDITION,STONE,01-May-15,31-May-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO5258070   ,STARRLITE VILLAGE 4TH ADDITION,STONE,01-Aug-13,31-Aug-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO5261623   ,COUNTRY VILLAGE MHP,BARRY,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5261623   ,COUNTRY VILLAGE MHP,BARRY,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5261623   ,COUNTRY VILLAGE MHP,BARRY,01-Mar-15,31-Mar-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5261623   ,COUNTRY VILLAGE MHP,BARRY,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO5261623   ,COUNTRY VILLAGE MHP,BARRY,01-Apr-15,30-Apr-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6180934   ,RIVER CEMENT COMPANY,JEFFERSON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6180934   ,RIVER CEMENT COMPANY,JEFFERSON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6180934   ,RIVER CEMENT COMPANY,JEFFERSON,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6180934   ,RIVER CEMENT COMPANY,JEFFERSON,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6180934   ,RIVER CEMENT COMPANY,JEFFERSON,01-Aug-16,31-Aug-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,5
MO6203139   ,WOLFFS SOFTBALL HAVEN,JEFFERSON,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6203139   ,WOLFFS SOFTBALL HAVEN,JEFFERSON,01-Jun-15,30-Jun-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO6203139   ,WOLFFS SOFTBALL HAVEN,JEFFERSON,01-Sep-15,30-Sep-15,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO6203139   ,WOLFFS SOFTBALL HAVEN,JEFFERSON,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6203139   ,WOLFFS SOFTBALL HAVEN,JEFFERSON,01-Jun-16,30-Jun-16,1A,"MCL, E. COLI, POS E COLI (RTCR)",E. COLI,3014,5
MO6240133   ,TEAMSTER HEALTH & MEDICAL CAMP,JEFFERSON,01-Jun-13,30-Jun-13,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO6240133   ,TEAMSTER HEALTH & MEDICAL CAMP,JEFFERSON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6240133   ,TEAMSTER HEALTH & MEDICAL CAMP,JEFFERSON,01-Jun-14,30-Jun-14,21,"MCL (TCR), ACUTE",COLIFORM (TCR)                          ,3100,5
MO6240133   ,TEAMSTER HEALTH & MEDICAL CAMP,JEFFERSON,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO6240133   ,TEAMSTER HEALTH & MEDICAL CAMP,JEFFERSON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,5
MO3010047   ,BARNETT,MORGAN,01-Oct-15,31-Oct-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010047   ,BARNETT,MORGAN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010047   ,BARNETT,MORGAN,01-Sep-15,30-Sep-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010047   ,BARNETT,MORGAN,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010219   ,DIXON,PULASKI,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010219   ,DIXON,PULASKI,01-Nov-15,30-Nov-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010219   ,DIXON,PULASKI,01-Dec-15,31-Dec-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3010219   ,DIXON,PULASKI,01-May-15,31-May-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3031345   ,OKLATERRE MOBILE HOME PARK,MORGAN,01-Oct-13,31-Oct-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3031345   ,OKLATERRE MOBILE HOME PARK,MORGAN,01-Dec-13,31-Dec-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3031345   ,OKLATERRE MOBILE HOME PARK,MORGAN,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3031345   ,OKLATERRE MOBILE HOME PARK,MORGAN,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3071339   ,TT SEWER,CAMDEN,01-Aug-15,31-Aug-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3071339   ,TT SEWER,CAMDEN,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3071339   ,TT SEWER,CAMDEN,01-Nov-14,30-Nov-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3071339   ,TT SEWER,CAMDEN,01-May-13,31-May-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3180610   ,KINGSFORD MANUFACTURING CO,MARIES,01-Feb-16,29-Feb-16,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3180610   ,KINGSFORD MANUFACTURING CO,MARIES,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3180610   ,KINGSFORD MANUFACTURING CO,MARIES,01-Jul-15,31-Jul-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3180610   ,KINGSFORD MANUFACTURING CO,MARIES,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3181385   ,REGAL BELOIT AMERICA INC,BENTON,01-Nov-13,30-Nov-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3181385   ,REGAL BELOIT AMERICA INC,BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3181385   ,REGAL BELOIT AMERICA INC,BENTON,01-Jul-13,31-Jul-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3181385   ,REGAL BELOIT AMERICA INC,BENTON,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190266   ,RIVERS END MOTEL,BENTON,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190266   ,RIVERS END MOTEL,BENTON,01-Jun-14,30-Jun-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190266   ,RIVERS END MOTEL,BENTON,01-Jun-13,30-Jun-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190266   ,RIVERS END MOTEL,BENTON,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190763   ,IRISH HILLS RESORT,CAMDEN,01-Sep-13,30-Sep-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190763   ,IRISH HILLS RESORT,CAMDEN,01-Jun-15,30-Jun-15,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190763   ,IRISH HILLS RESORT,CAMDEN,01-Jul-14,31-Jul-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3190763   ,IRISH HILLS RESORT,CAMDEN,01-Aug-13,31-Aug-13,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3211428   ,THE 5 DINER,MORGAN,01-May-14,31-May-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3211428   ,THE 5 DINER,MORGAN,01-Sep-14,30-Sep-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3211428   ,THE 5 DINER,MORGAN,01-Apr-14,30-Apr-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
MO3211428   ,THE 5 DINER,MORGAN,01-Aug-14,31-Aug-14,22,"MCL (TCR), MONTHLY",COLIFORM (TCR)                          ,3100,4
